,fen,label,stock_fish_label
3282,r1b1kr2/1p2n1pp/p3pq2/3p4/2P1n3/1Q1BBN1P/PP3PP1/2RR2K1 b q - 7 21,True,1
3283,Q1rq2k1/7p/8/2P3p1/3Pp1P1/1P1nP1b1/3B2KR/R4r2 w - - 6 39,False,0
3284,8/5rk1/3P4/2p1QPqp/5R2/6P1/8/6K1 b - - 3 50,True,1
3285,8/p2p1kp1/7p/R7/1r1Nn3/4K3/5PP1/8 b - - 11 66,False,0
3286,r1q3k1/1p1b1pb1/1P1pr1p1/2p4p/2PpP2B/p2P3P/P3BPP1/1RQ1R1K1 w - - 4 26,False,1
3287,r5k1/pp3p2/r3nq2/2p1p1pR/1PP1P3/3P4/1K1Q1PP1/3R1B2 w - - 4 30,False,0
3288,4r1k1/3qnppp/2rb1n2/p2p4/3P4/PQN1PN1P/1BR2PP1/5RK1 b - - 2 20,True,1
3289,r2q1rk1/3n1pp1/b3pn1p/p7/PbNQ3B/7P/2B1NPP1/1R1R2K1 b - - 2 19,False,0
3290,2rr2k1/1pqbbp1p/p1n1p1pB/3n4/3PN3/P2Q1N1P/1PB2PP1/2R1R1K1 w - - 6 18,True,1
3291,5b2/2k3p1/8/p4p2/2p4B/2Pn4/1p1NKPP1/rR6 w - - 0 48,False,0
3292,4k2r/1r2bppp/p1p5/B7/4b3/1P6/P4PPP/RNR3K1 w k - 2 19,True,1
3293,r3r1b1/PP3qpk/2PR1p2/Q3p2p/7P/K1B3P1/3R1P2/8 w - - 1 63,True,1
3294,r2q1rk1/3b2bp/p1pppnp1/1p1n1pN1/1P1P4/PBNQP2P/1BP2PP1/R3R1K1 w - - 2 15,True,0
3295,1qr1k1nr/7p/2Pb1pp1/Bp1Pp3/1p2P3/1B6/P4QPP/1R3RK1 b k - 2 24,True,1
3296,3rr1k1/5pb1/3p1n2/Pp1P1p1p/3p1P2/1P4PP/3B1NK1/1R2R3 b - - 1 27,False,1
3297,2krr3/ppp2pp1/2nq1nbp/3pp3/6P1/2NPP2P/PPPNQPB1/2KR3R w - - 2 13,True,0
3298,R7/5k2/4pn2/5p2/3P1P2/p1P5/2P1N2r/4K3 b - - 3 58,False,0
3299,4r1k1/1R5p/p5p1/2bpn1B1/8/8/P5PP/5R1K w - - 3 36,True,1
3300,2r1r1k1/p3ppbp/q5p1/1R2P3/5P2/1N6/P3Q1PP/4R1K1 w - - 5 31,False,0
3301,1r1qr1k1/1b1n1p1p/p2b2pP/2pp4/1p2PNP1/3P1N2/PPPQ2B1/1K1RR3 b - - 0 23,False,0
3302,r3k2r/1npbbpp1/4p2p/p2nP3/1P2N3/PB3N2/5PPP/R1BR2K1 w kq - 0 17,True,1
3303,2R2n2/r3pk2/4q1p1/1pp1PN2/p5Q1/P1P5/1P3P2/6K1 w - - 10 38,True,1
3304,2b1r1k1/q1p1nppp/1r1p4/p4P2/1P2P3/P2QN1P1/4R1BP/2R3K1 w - - 0 24,False,1
3305,2r5/5k1n/2nBp1p1/1QPp1pP1/3q1P2/4R3/r3R1K1/5B2 b - - 4 55,True,1
3306,2r5/6pk/4P2p/n2N4/4n1P1/4R3/1B5P/6K1 b - - 4 47,True,1
3307,1R1B4/8/2P5/1P1k3p/2r3bP/6K1/8/8 w - - 11 61,True,1
3308,r1bqkb1r/pp1n1pp1/2ppp1n1/7p/3PP2P/2P1BNP1/PP3P2/RN1QKB1R w KQkq - 1 8,False,1
3309,r3b1k1/4q1p1/p3pp1p/1p1p4/3P1P1P/P5Q1/5P2/1RR4K w - - 0 35,True,1
3310,r2q1rk1/p1ppnppp/1p1b4/3P4/2NP4/2P3P1/PP3P1P/R1BQ1K1R b - - 2 12,True,1
3311,r5k1/4bp2/1q2p3/1N1p2pp/PPn5/2Q5/5PPP/R2R2K1 w - - 0 36,True,1
3312,5r2/p5pk/2bbqr2/2p4p/2Ppp2P/P2P2P1/R4N1K/1R2BQ2 w - - 0 42,False,0
3313,2r3k1/3b2p1/p6p/2Q1Rp2/p1P5/3q3B/6PP/6K1 w - - 3 49,False,0
3314,r2r2k1/2n1n1pp/2P2q2/pp2pp2/4P2R/3N2PP/2QPBP2/2R3K1 w - - 1 28,False,1
3315,2b5/5pp1/8/2k3Pp/3NpP1P/2K1P3/8/8 w - h6 0 40,True,1
3316,5r1k/1Q3p2/pn1r3p/6q1/1bBp3N/8/6PP/R4R1K w - - 10 28,True,1
3317,r3k2r/p4pp1/npp1p3/2bn2Bp/8/P1NP2P1/1PP2PKP/RN1R4 w kq - 2 15,True,1
3318,8/8/7k/4p3/2P3Pp/3NKP2/2r5/8 w - - 3 60,False,0
3319,r5k1/1p1nq1pp/2pb1r2/p2p1p2/P2P4/1PBNP2P/2Q2PP1/4RRK1 w - - 8 22,True,0
3320,rB3k2/P4pp1/7p/1bNP4/2pR2P1/5r2/1P5P/6K1 w - - 3 43,True,1
3321,rnbqkbnr/pp3pp1/3p3p/2pP4/5P2/8/PPP3PP/RNBQKBNR w KQkq - 0 6,False,1
3322,8/4K3/8/5rk1/3bp3/8/R4p2/5R2 w - - 0 71,False,0
3323,6k1/2pq1pbp/R5p1/3n2Q1/3p4/1P1P1NP1/4rPBP/6K1 b - - 3 24,False,0
3324,4r3/2p2q2/6kp/p7/P2PN3/BP2QP1r/4KP2/8 b - - 4 36,False,0
3325,r4rkb/ppn2p1p/6pP/2p1p2n/2B1P3/P4P1N/1PPB2P1/2KR3R b - - 2 20,True,1
3326,r3k2r/pp2bpp1/2n2n1p/5b2/8/4BN1P/PPP1PPP1/RN1K1B1R b kq - 2 9,True,1
3327,r2q1rk1/1pp1bppp/p3bnn1/8/2NP4/4P1PP/PPQ1N1B1/R1B1K2R b KQ - 2 12,False,0
3328,2b5/r4k2/P6p/8/3P2p1/b2BNpP1/5P1P/1R4K1 w - - 3 44,True,1
3329,2kr1n2/2p2q2/1p2b2r/pP1p1n1p/P2P2pP/1NPB1pP1/5P2/R2QRNK1 w - - 1 27,True,0
3330,2kr3r/p3b1p1/2p2p2/2p2b1p/P3p2P/1PP1B3/2PN1PP1/R1K4R b - - 0 16,True,1
3331,rnbqkb1r/1p3ppp/2p1pn2/pP1p4/3P1B2/P1N5/2P1PPPP/R2QKBNR b KQkq - 2 6,False,0
3332,rb2r1k1/1p3ppb/3qnn1p/3pp3/6PP/PNNP1B2/1BP2P2/1R1QRK2 w - - 5 24,False,0
3333,r2r3k/4qpp1/2b2n1p/p1Np1B2/1ppP4/P3PP2/1P1Q2PP/R3R1K1 b - - 0 23,False,0
3334,6k1/7p/5qp1/p3r3/P1pR2P1/1pP1pr1P/1P2R1Q1/6K1 b - - 5 40,False,0
3335,r1bqr1k1/p1p2pbp/1p3np1/n2p4/Q2PpBP1/N1P2P1N/PP2P1BP/2KR3R b - - 0 12,False,0
3336,8/6p1/1kp1n3/2n1N3/p1P2P1p/R5PP/5P2/3r1BK1 b - - 1 37,False,0
3337,1r1r2k1/2pbbppp/8/p1PPp3/1p5q/3PBB1P/P1Q2PP1/1R3RK1 w - - 1 25,True,1
3338,r1bq1rk1/p4ppp/1p2p3/2ppQn1n/3P1P2/P1PB1NPP/1P1N1P2/R3K2R b KQ - 0 15,False,0
3339,4k3/4qp2/N1p2n2/3p3p/1p1P1Qb1/2PBPP2/PP3r2/1K4R1 w - - 2 45,True,1
3340,8/Bkp3p1/8/2R1npp1/4r3/2P1K3/P1P2P2/8 w - - 1 31,False,0
3341,1n1qkb1r/2p2ppp/2b2n2/3p4/Qp6/5NP1/1P1PPPBP/1NB2RK1 w k - 2 12,True,1
3342,1r2k1r1/2pq3p/3bp3/n2p1p1P/1P1Pn3/P4N2/1BQ2P2/R3KB1R b KQ - 2 29,True,0
3343,3r4/8/5p2/1k1P4/2n2K2/2p1N3/4R1P1/8 w - - 13 59,False,0
3344,r4rk1/N1RR1pp1/4p2p/3p1n2/Pp1P2P1/1P2PP2/4K3/8 b - - 0 40,True,1
3345,1r1r2k1/p1npbppp/b3p3/qpPnP3/3PN3/1QPB1NP1/PB3P1P/R3R1K1 w - - 3 18,True,1
3346,8/7n/8/3B4/PB2K1k1/2P5/8/4b3 w - - 7 69,True,1
3347,r1b1k2r/1pbn2pp/p1p1p3/3n4/4N3/P3BN2/1PP2PPP/R3KB1R w kq - 6 13,True,1
3348,r1b1kb1r/1p1nnppp/pq2p3/2pp4/4PB1P/P1PP1N2/1P2BPP1/RN1QK2R w KQkq - 1 9,True,1
3349,r6r/1pkn1pb1/1p1pp2p/1PpB2p1/P7/3P2P1/1P2PP1P/R1B2RK1 w - - 0 19,False,0
3350,4rk2/3R4/6p1/8/1P4pP/2B3b1/P5P1/K7 w - - 1 52,True,1
3351,rn1q1rk1/pbppbppp/4pn2/8/QP1P1B2/2N1PN2/PP3PPP/R3KB1R b KQ - 0 8,True,1
3352,1k1r3r/pp1q4/1bp1pp2/5np1/1P1PQ3/P1R3PP/4N1K1/B4R2 w - - 10 33,False,0
3353,r4rk1/ppqbb1pp/2n1p3/3p1p2/N2Pn2P/4BNP1/PPP1QPB1/1K1R3R b - - 2 14,False,0
3354,8/8/R4k2/5P2/8/6q1/4K3/8 b - - 2 79,False,0
3355,r4rk1/1bpqbppp/ppn1pn2/8/3pPP2/3P1NP1/PPPBQ1BP/1NKR2R1 b - - 3 12,True,0
3356,6k1/5pp1/2r1p3/1p2P1P1/1b3BK1/3R4/P3P2P/8 b - - 1 38,True,1
3357,r2qk2r/1p1b1pb1/p1n1p1p1/3pPnP1/5Q2/2NB1N1P/PPPB4/1K1R3R w kq - 1 19,True,1
3358,2b2rk1/5pp1/pn5p/1r1pPq2/2pP1N2/2P1P1R1/1P2Q1BP/R5K1 b - - 13 32,True,1
3359,1R6/p2r1pkp/b4npb/P1BNp3/2p1P2P/2P3P1/r4PB1/4R1K1 b - - 2 35,True,1
3360,r2q2k1/p2p1ppp/1pn1r3/3Nb3/2P5/BP1Q2P1/P4PKP/3RR3 b - - 6 21,True,1
3361,8/8/8/2B4p/4k3/6PP/7K/r3nN2 b - - 6 50,False,0
3362,r1b1r1k1/1p3p1p/7q/pPPp1np1/3P4/2Q1B3/P3BPP1/R3R1K1 w - - 1 24,True,1
3363,r3q1k1/3n1ppr/1R3b2/5N2/2p1PB2/2P1P3/P1Q4P/1R3K2 w - - 6 55,True,1
3364,3rr1k1/4bpp1/R1R2n1p/3q4/2Q1p3/4B2P/3N1PP1/6K1 w - - 2 31,False,0
3365,8/1b1q1k1p/1Q6/1P1p3p/4p3/4P1P1/4B3/6K1 b - - 1 40,True,1
3366,8/1p1k1p2/4p2Q/3p1p1B/8/p2bP1NP/1q6/3K4 w - - 2 52,False,0
3367,r1q1k2r/1b1pbppp/1p2p3/pN2P3/P7/1N1R2P1/1PP1QP1P/5RK1 b kq - 7 17,True,1
3368,rn1q1rk1/p2n1p1p/bpp2bp1/6B1/2pP4/1PN2NP1/P4PBP/R2QR1K1 w - - 2 14,True,1
3369,r6r/pb1qkppp/1pnp1n2/4p3/2P5/5NP1/PP2PPBP/R1BQ1RK1 w - - 2 12,True,1
3370,2r2rk1/3bbq2/2n2n1p/1p1pBp2/5Pp1/p2PP1P1/3NQNBP/R1R4K w - - 2 23,False,0
3371,R7/3p4/3P4/4Pb2/1kr5/1p2K3/8/3N4 w - - 4 75,False,0
3372,1n3rk1/1qr2pbp/bB4p1/Pp2p3/1Q2P3/2P2N1P/B4PP1/R2R2K1 b - - 6 27,True,1
3373,3r4/kpp3r1/pn1pB3/q2P2bp/3P1Q2/8/1P3P2/2BRR2K w - - 1 35,False,0
3374,r2qkb1r/pppn1pp1/5n1p/3p1b2/3P4/1Q2PN2/PP1B1PPP/RN2KB1R w KQkq - 4 8,True,0
3375,8/2b2p2/4p2p/1k3p2/1p3P2/5K2/3N1P1P/8 b - - 1 53,False,0
3376,8/2R5/p4k2/2Nb1p2/Pr6/7P/5PPK/8 b - - 8 41,True,1
3377,r1bq1rk1/1p3pp1/p2p1n1p/n1bNp3/P1B1P3/2PP3N/5PPP/1RBQ1RK1 w - - 1 13,True,1
3378,rq3k1r/1p1bnpp1/1b1Np1n1/pPp1P2p/P1Pp3P/3P1NP1/5PB1/R1BQK2R b KQ - 3 16,True,1
3379,8/2N4n/3bN3/5Pp1/4k1P1/6P1/5K2/8 w - - 47 103,True,1
3380,r1b1k2r/ppp3bp/2np1pp1/8/3P1B2/P1N5/1PP1BPPP/R3K2R w KQkq - 1 13,True,1
3381,r2q1rk1/p1p2pbp/2ppbnp1/4p1N1/4P3/P1NP4/1PP2PPP/R1BQ1RK1 b - - 1 10,False,0
3382,2r2rk1/3bq1pp/1bp2p2/p2np2P/Q3N3/3P1NP1/PP1BPP2/2R1R1K1 w - - 1 19,False,1
3383,8/1p1r1kpQ/p1r4p/3pb2q/1P4R1/P2B3P/5PP1/3R2K1 b - - 3 31,True,1
3384,2r3k1/5pp1/4p3/1qPrN3/pP6/P2R3P/4QPK1/8 b - - 5 48,False,0
3385,8/1q2k3/6p1/1r1pPp1p/5P2/1r2P1P1/1p1R1K1P/1R1Q4 b - - 31 63,False,0
3386,r5k1/1p1Q1pp1/4P3/P1B2q2/8/3N4/2K4p/8 w - - 0 46,False,0
3387,3r1r1k/ppp1n1bp/6q1/3p3p/5Pb1/1PN1PN2/1PP3Q1/1KBR1R2 b - - 5 22,False,0
3388,2r3kr/1q2bpp1/2b1p1n1/1pppP1P1/p4P1p/P1P2N1P/1P1QPBB1/R4RK1 w - - 7 26,True,1
3389,r2qr1k1/pppb1ppp/5n2/8/1b6/2N2PP1/PPP1BP1P/R1BQK2R w KQ - 3 10,False,0
3390,1r6/3bQ1pk/2p4p/3pR2P/1r3Pq1/6P1/6B1/4R1K1 b - - 7 51,False,0
3391,b1rr2k1/n2q3p/Q5p1/3p1p2/1b6/1B2PNBP/5PP1/2RR2K1 b - - 5 30,True,1
3392,2r5/2r2p1k/1q2p1p1/3pP1Pp/p1nPbP1P/PpB5/1P3Q2/R1R2BK1 b - - 11 63,False,0
3393,rnb1r1k1/4pp1p/2p2qp1/pp4N1/3bBP1Q/7P/P1PB2P1/3RR2K b - - 3 19,False,0
3394,3r4/4qppk/3b3p/R3p3/4Pn2/P1r1BN1P/5PP1/3R1QK1 w - - 9 39,True,1
3395,1r4k1/6p1/4p1b1/6PR/1P1P4/r1P2N2/5P2/2R3K1 w - - 1 59,True,1
3396,rn2kb1r/ppq2ppp/4pn2/5b2/2BP4/5N2/PP3PPP/RNBQK2R w KQkq - 1 9,False,0
3397,8/6p1/8/6R1/p3K3/8/3k2P1/8 w - - 2 64,True,1
3398,1r6/r4k1p/2pqpbpP/3p4/1p1P1P2/1Q1PPP2/PB2R3/1KR5 b - - 31 46,False,0
3399,8/8/7r/2B5/2KNp1k1/8/1P6/8 b - - 14 68,True,1
3400,2k1rb1r/pp1q1pp1/4bn1p/2p5/2Pp4/NP1P2P1/P2B1PBP/1R1QR1K1 w - - 6 19,True,1
3401,r1b1k1nr/p2pppb1/2p3p1/q7/2P5/2N3P1/PP2PPB1/R1BQ1RK1 w kq - 1 11,False,1
3402,3r4/3r1ppk/1qbBp2p/1p1pP3/3R3R/PPP1QPPP/6K1/8 w - - 5 64,True,1
3403,8/Q4k1p/5rp1/3P4/7P/6K1/8/8 b - - 3 57,True,1
3404,r1bq1rk1/1pp3bp/p1nppnp1/5p2/3P1B2/2N1PN1P/PPP1BPP1/2RQ1RK1 w - - 0 10,False,1
3405,2b2rk1/p1b1qpp1/7p/2pp2r1/4n3/2BBPQ1P/P1PP1PP1/RN3R1K b - - 1 20,False,0
3406,3r2k1/N4pP1/1pr1pb2/p7/3n2R1/P2P2B1/1R3P1K/8 b - - 1 31,False,0
3407,3r1bn1/1p1q2pk/p4p1p/4pN2/2p1P2Q/2P2P2/PP4PP/2B1R2K b - - 3 26,False,0
3408,8/4bppk/6np/1rp1pb2/2Np4/3P1P2/3BBK1P/5R2 w - - 2 35,False,0
3409,5r2/r1pb2k1/1p1ppq1p/n5p1/2PP2P1/3BPN2/1BQ2PP1/5RK1 b - - 3 26,True,1
3410,r2q1r1k/1bn3pp/p7/4bpP1/Pp6/1QNBP3/1P4PP/R1B2RK1 w - - 2 20,True,0
3411,rn4k1/p3qrp1/3p1n1p/1B1Ppb2/4p3/2N1B3/PP3PPP/2RQ1RK1 b - - 1 15,True,1
3412,3rnb1r/1kpn1ppp/1p2p3/pP6/3PN3/P1N1P3/1B3PPP/R4K1R w - - 5 15,False,1
3413,8/PR3pbk/6p1/5q2/4p2p/r3B1P1/5P1P/2Q3K1 b - - 1 48,True,1
3414,rnb1kb1r/pp2nppp/8/3p2q1/1P6/2PB2P1/P2PQP1P/RNB1K1NR b KQkq - 0 8,True,1
3415,rn2k2r/1pp1p2p/p1q2np1/5p2/3b1P2/4N3/PPP1QNPP/R1B1R1K1 b kq - 5 16,False,0
3416,r1bq1rk1/2p1ppbp/p1p2np1/8/2BP1P2/2N1B3/PPPQ2PP/R3K2R b KQ - 1 11,False,1
3417,r2qkb1r/pbpp1p1p/1pn1pnp1/8/2P5/3P1NP1/PP2PPBP/RNBQ1RK1 w kq - 2 7,True,1
3418,r1b3r1/2p2ppk/2p4p/p2p4/2PPpPnP/2N3Pq/PPQB1P2/R3R1K1 w - - 3 20,False,0
3419,4rn2/1r3ppk/3p1q1p/p1pP4/P3PPQP/RpP2PK1/1P6/2B3R1 b - - 0 31,True,1
3420,r1bq1rk1/1ppn1pbp/2n3p1/p5B1/3pP3/3P1NPP/PP2NPB1/R2Q1RK1 b - - 6 12,True,1
3421,r1bq1rk1/1p3ppp/p2p1nn1/2p1p3/1PP5/P2PPN2/1B2BPPP/R2Q1RK1 b - - 0 13,False,1
3422,r1b1k2r/1pp1q1pp/p1nb4/4pp2/2B1Q3/1P2PN2/PB1P1PPP/R3K2R w KQkq - 0 12,True,0
3423,7r/5ppk/p4q1p/5b2/N3p3/3nB1P1/PP1RBP1P/3R2K1 b - - 8 25,False,0
3424,r4b1k/1pr2p1p/1p1p4/3BnPPP/1BP1R3/P3N3/8/1K6 b - - 4 41,True,1
3425,r3rb1k/7p/6p1/4p1P1/Pn2P1B1/1PR1BP2/2NRb3/1K6 b - - 2 53,True,1
3426,r3r1k1/1bqnbpp1/ppn1p2p/3pP3/PPpP1B1P/2P2NP1/2Q1RPB1/4RNK1 w - - 5 22,True,1
3427,r4rk1/p4ppp/b2q1n2/3p4/8/2P1PP2/P1Q1BP1P/R1B1K2R w KQ - 1 17,True,0
3428,1k1r1n2/2qn1pp1/pp1p1bp1/2pP4/NPP2PB1/8/P2Q1BPP/4R1K1 w - - 0 25,True,1
3429,7k/6r1/5Qq1/4R2p/p7/7P/5PPK/8 w - - 1 67,True,1
3430,2r2r2/2q3bk/p1Pp2pp/3Pp3/pP2Q3/5p2/3B1PPP/R3R1K1 b - - 1 30,True,1
3431,rnb1k2r/4bppp/3p4/p2Pp3/1p6/6B1/PPPN1PPP/2KR1B1R b kq - 1 13,False,0
3432,rnbqkb1r/ppp2ppp/5n2/3p4/8/P1N2N2/1P2PPPP/R1BQKB1R w KQkq - 1 6,False,0
3433,r1bqkbnr/pp2pppp/2n5/1Bp5/5P2/2P1pN2/PP1P2PP/RNBQK2R w KQkq - 2 6,True,1
3434,2rr2k1/pp2p3/5pp1/P2n3p/2bN1P2/2P5/1P3KPP/R1BR4 w - - 2 28,False,0
3435,6k1/1p1r1qnp/p4Qp1/8/2pN2P1/2P3KP/PP3P2/4R3 w - - 3 39,True,1
3436,3q4/6k1/5r2/6QR/3p4/7P/5pP1/7K b - - 3 61,True,-1
3437,4r3/8/p6R/1p6/2p1k1bP/2P1P1P1/2P5/6K1 w - - 1 33,False,0
3438,8/2k4p/PpN5/1P6/4K2p/8/6P1/4b3 w - - 3 74,True,1
3439,8/3k4/R7/3p4/3P4/2P5/1K6/3r4 b - - 82 94,True,1
3440,2rq1rk1/pp2bppb/2n2n1p/P1Pp4/3Np1P1/1NP1B2P/1P2PPB1/R2Q1RK1 b - - 1 14,True,1
3441,r1bqkb1r/ppp1npp1/3p1n1p/3Pp3/2P1P3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 1 7,True,1
3442,5rk1/p2b1ppp/1p1p1q2/3P4/4PB2/3P1B2/Pb3QPP/5RK1 w - - 1 22,False,1
3443,5rk1/1rp2pp1/p3P3/npbP2B1/2p1P1BP/2P3P1/P5K1/1R3R2 b - - 0 26,True,1
3444,rnb1kb1r/ppp2ppp/8/4p2q/3P2n1/2PQ2PP/PP2P1B1/RNB1K1NR b KQkq - 2 8,True,1
3445,r1bqk1nr/pp2ppbp/2n3p1/1BppP3/3P4/1PP5/P4PPP/RNBQK1NR b KQkq - 2 6,True,0
3446,2rr4/p5k1/1p6/4p1qp/2PpP1p1/1P1B1p2/PN5P/3R2KN w - - 2 44,False,0
3447,1q3r2/6bk/p1QP2p1/2P1pp1p/4P3/4B2P/P2N2PK/8 w - - 0 35,True,1
3448,1r3r1k/2n3p1/q2p4/b1pP1bP1/2P1Np1P/Q1N5/P3BP2/3R1RK1 b - - 5 30,True,1
3449,r1b1k2r/1p5p/2N2q2/p5p1/P1QP4/b3P1P1/1R2N1BP/6K1 w kq - 1 25,True,1
3450,r2qkb1r/pp4pp/2n2n2/7P/1pP5/3b1RNB/PBNP1P2/3QK2R w Kkq - 1 21,True,1
3451,8/5ppk/2R4p/r7/3P4/2N5/5K2/8 b - - 2 45,True,1
3452,2kr3r/pp1bqpp1/2pb3p/3P1n2/6Q1/PPN2B1P/1BP2P2/R3R1K1 b - - 2 18,True,0
3453,r1bq3r/pp1pn1k1/2nBppp1/2P4p/4P3/4N3/P1B1QPPP/1R1R2K1 w - - 1 25,True,1
3454,4r3/pr3p1k/5qpp/n2p3P/3Nn3/1P1QP1P1/2R2PB1/2R3K1 b - - 0 25,True,1
3455,4k2r/B1p1bpp1/4pn1p/1r6/8/1P3P2/P1P2P1P/RN1R2K1 w k - 1 16,True,1
3456,8/2K5/q2Q2Pp/p5k1/P7/1P6/6P1/8 b - - 18 73,True,1
3457,R3nqk1/1r2bp1p/2N3p1/1p1P4/4Q2P/4P3/5PP1/6K1 b - - 0 29,False,1
3458,8/8/7Q/8/P6P/3q2PK/3kp3/8 b - - 5 78,False,0
3459,8/4R3/2p3k1/PpPb4/5B2/1r4p1/8/6K1 w - - 0 53,False,0
3460,5rk1/1pr1ppb1/pq1p2p1/3P4/3pP2P/3P4/PP4P1/R1BQ1RK1 w - - 1 19,True,1
3461,2kr1b1r/1p2pppp/p3P1b1/8/2P5/4B1NP/Pq1p2BK/R2Q3R b - - 1 20,True,1
3462,6k1/6pp/2pqp3/1rbp1r2/8/pP3N1P/P3QPP1/2R2RK1 w - - 2 29,False,0
3463,2rq1rk1/5ppp/2nbpn2/p2p4/3P4/PPN4P/1B2BPP1/R2Q1RK1 w - - 1 17,False,0
3464,r1b3k1/1pp1q2p/2npprpB/pP4N1/4P3/2P5/P3BPPP/2QR2K1 b - - 0 18,False,1
3465,r7/1k6/1p1qp2p/Pb1pNpp1/1P1P4/2Q5/5PPP/2R3K1 w - - 4 30,True,1
3466,rnbqk2r/1pp1b1pp/p3pn2/3p1pB1/2PP4/5NP1/PP2PPBP/RN1Q1RK1 b kq - 2 7,True,1
3467,8/1Bp1kr1p/1p1pN3/7n/1P6/r3N3/1R6/3R2K1 b - - 1 44,True,1
3468,2br1nk1/2p1q1pp/1p2p1nb/p3P3/P1NPBpP1/1PP2N1P/5P2/R2QR1K1 b - - 4 30,True,1
3469,6r1/1p5k/1pb3r1/3nBp2/3Pp2b/P3P2P/1PR2P1K/R6B b - - 18 35,False,0
3470,r4rk1/1pqb1p1p/4ppn1/p1b5/3N3P/P1P2NP1/1PB1QP2/R2R2K1 b - - 0 19,True,1
3471,r1b1k2r/1pp1nppp/p2p1q2/3P4/P1B5/4QN2/1PP2PPP/R3K2R w KQkq - 1 14,False,1
3472,1k6/1p6/2pq3p/p5rb/P1pP4/4Q2P/1P1R1PB1/6K1 b - - 1 49,False,0
3473,3rb1k1/1pn1qpbp/1N3np1/6r1/pP1Np3/P3P2P/1BB2PP1/RQR3K1 w - - 10 26,False,1
3474,8/pk1n1p2/4p3/PP1p2p1/1B1P4/3K2P1/4nP2/1B6 b - - 4 47,True,1
3475,8/7p/1N5k/8/R7/8/pP3KPP/r7 w - - 2 48,True,1
3476,r4rk1/pp1n1pbp/2p5/q2ppbp1/1PPP4/P3P2P/3N1PPB/R2QKB1R b K - 0 14,False,0
3477,rn3rk1/1bqpbppp/pn2p3/1p2P3/2PN1P2/1P2B3/3NB1PP/R2Q1RK1 w - - 1 15,False,-1
3478,1rbq1r2/p4pkp/2npn3/8/2Pp1p2/R2N4/1P2B1PP/2BQ1RK1 b - - 3 20,True,1
3479,5rk1/p5bp/b1p3p1/q2np3/8/1BP3B1/Pr1N1PPP/R1Q1R1K1 b - - 5 20,True,1
3480,2r1r1k1/p3npp1/1p2b2p/4p3/7N/2P4P/P1BB2P1/R4RK1 w - - 2 23,True,1
3481,8/1p3rkp/p4qp1/2Q5/P1npP3/4nP2/2P1P1BP/2R3RK b - - 8 28,True,1
3482,r1b1r1k1/1p1n1ppp/p4n2/3p1N2/2p2R1B/4PB2/q1P3PP/1R1Q3K w - - 0 23,False,1
3483,2qrr1k1/1Q2np2/1p3p1B/2b1p3/2p1B3/2P3P1/PP3P1P/R2R2K1 b - - 2 25,True,1
3484,r1bq1rk1/p3bppp/1n1p1n2/1P1Pp3/8/2N1B2P/PP2QPP1/R3KBNR w KQ - 3 11,True,0
3485,8/kb2rp1R/p7/P2p4/3n3P/3N4/r4PPK/5B1R w - - 5 40,True,1
3486,r2qk2r/pbppbpp1/1p2p2n/4P3/7P/2N1PN2/PPP2PP1/R2QKB1R b KQkq - 3 9,True,1
3487,2R5/8/8/3k4/8/3K4/2P5/1r6 b - - 8 63,True,1
3488,r3r1k1/1pp2pp1/p1n3np/8/1P1pP2q/PN1P4/2Q1BP1N/2B3RK w - - 4 27,True,1
3489,3r2k1/5p2/5qpp/1pp2n2/pQ2NP2/6PP/PP3P2/4R1K1 b - - 1 28,False,0
3490,rn1q1rk1/ppp1ppbp/4bnp1/3p2N1/4P3/P1PP4/1P1NBPPP/R1BQK2R b KQ - 1 8,False,1
3491,5n2/1pk2p2/p4R2/r2PN3/P1P2p2/3B2p1/6K1/8 b - - 2 41,True,1
3492,r1r3k1/4bp1p/p3p1p1/q7/P1pP4/1pP1PQP1/1B3P1P/R1R3K1 w - - 2 26,False,0
3493,3rk3/p2r2b1/7p/1Pp1PR2/P4N2/1q2P3/1B2Q1P1/2K5 w - - 5 34,True,1
3494,6k1/5pp1/p1r1rn1p/1p1pn3/1P6/2B1P2P/1P2BPP1/R2R2K1 b - - 10 29,True,1
3495,2r2rk1/4ppb1/p4npp/1p6/P1pP1B2/2P2N1P/1P2RPP1/R5K1 b - - 2 22,True,0
3496,5rbk/pp2b3/3p2Pp/2p1n3/2P1p3/P1N1P1nP/1P1B2N1/1B2R1K1 w - - 3 25,False,0
3497,8/6k1/4b3/4P3/8/3R4/p7/K7 w - - 5 92,True,1
3498,8/q2p2pk/1rn1p2p/2Nn1p2/R2P4/1P3P2/5Q1P/5B1K b - - 13 33,False,0
3499,5rk1/1Q3ppp/4p2b/2P1P3/2qB3P/Pp2PR2/2r2RPK/8 b - - 16 35,True,1
3500,3rr1k1/ppp2pp1/2nn3p/8/8/P2P1NPP/2P2PB1/1R2R1K1 w - - 4 22,False,1
3501,8/p3k2p/P1p3pP/1pP1p1P1/n3P3/2PrBP2/2R1K3/8 b - - 10 62,True,-1
3502,rnbqkbnr/1p3ppp/p3p3/3p4/5BQ1/2N1P3/PPP2PPP/R3KBNR w KQkq - 2 7,True,1
